filename,emotion,category,rationale,emotion_encoded
victor-servranckx_opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,anger,MAX,"This reminds me of an Amazon warehouse in which they are using robots with forklifts instead of people. You can see the forklift part on the bottom in white and purple, pointing to the left. When I think of the a**hole that Jeff Bezos is, it makes me angry, because I am working here on amazon for pennies, and I used to make 60 thousand dollars a year as a teacher!! This one really pisses me off--seeing billionaires and others taking advantage of people. I see gray pistons smashing purple shapes in anger. pollution from factories Looks like a bunch of pistons ready to burst. UNSHAPED FIGURES IN BLACK",0
victor-servranckx_opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,sadness,MIN,"It looks modern and edgy. the silver cylinders are like a kid's coin holder of pennies, nickels, dimes and quarters bright color so better feel looks like engine parts It is not as bleak or dreary The orderly design of the image induces a positive attitude There appears to be a lot of movement in this one fusion of colors make me less fear",4
victor-servranckx_opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,sadness,MAX,usage of black color and particular design usage of black color and particular design usage of black color and particular design,4
john-mclaughlin_number-14-1963.jpg,anger,MIN,"looks very bland Nothing angry about two rectangles. image looks like pattern simple design and blue color it balances light and dark vastness, blue color and simplicity it's the calmest Image 2 evokes the least amount of anger because it is just two blocks of colors, black and blue separated by a white line. There is a lot of symmetry and the colors are soft and friendly, the opposite of anything angry. This is restrainted, calm painting.  No anger detected. Just 2 calm colors reminds of the sky It has a perfect division of colors and the blue color makes less anger the blue and black Looks like a country's flag--not sure which--either Israel or Greece--doesn't make me angry",0
john-mclaughlin_number-14-1963.jpg,anger,MAX,This one reminds me of the Black Lives Matter protests in which black people are represented by the black square and the police are represented by the blue square...there is no change and no progress made...and I'm angry about that. The black and blue squares seem to be facing off against each other in anger. Work is the color and picture of anger.,0
john-mclaughlin_number-14-1963.jpg,happiness,MIN,"It's literally and figuratively black and blue. It's an expectation of taking a beating, rather than the messy aftermath of violence, but it still feels like suffering. The black and blue rectangles are separated from each other like ex-lovers. The dull composition and colors do not convey any feeling The colors are muted and the composition is dull, not evoking any feeling DIVIDED OF TWO BLOCKS NOT MAKE ME HAPPY I see conflict, not happiness in the two opposing rectangles.",3
john-mclaughlin_number-14-1963.jpg,happiness,MAX,GRADUALLY MIXTURE OF MULTI COLORS MAKE ME TO FEEL HAPPINESS feel very dark,3
perle-fine_untitled-1940.jpg,anger,MIN,"The colors are muted and the composition is orderly Abstract to the point of not really evoking any emotion looks colourful and pleasant This looks like a rather conventional piece of decorative abstract art, nothing to be angry about. bright color so better feel",0
perle-fine_untitled-1940.jpg,anger,MAX,"it makes me feel anger The red shapes are discordant, angry. black sharp cold paint little collapse",0
perle-fine_untitled-1940.jpg,disgust,MIN,the colors and stripes are like a lively traffic light at a busy intersection looks lively and colourful 4 looks like a stylized car mad but not gross,1
perle-fine_untitled-1940.jpg,disgust,MAX,Bright colors and sharp angles The images are too random to make sense. NOT A PROPER SHAPE really disturbing combination,1
martin-disler_tornado-tango-1984.jpg,anger,MAX,"Looks like people in Dante's Inferno who are being punished for being guilty of one of the 7 deadly sins--wrath. The large guy on the left is being eaten by all of the tinier heads below him (under his legs). ROUGH STOKES AND COLOR very busy brush strokes paint little collapse The smearing of colors I see a lot of angry swirls here. paint little collapse it seems that some creatures are hiding in it It has a muddled, sullen quality, Like it can't see straight, emotionally. Makes me think of feeling sick with anger looks like limbes being tearing apart from human trunk",0
martin-disler_tornado-tango-1984.jpg,fear,MIN,"nicely blended pastel colours This painting looks almost impressionistic, not fearful at all.",2
martin-disler_tornado-tango-1984.jpg,fear,MAX,"SOME FIGURES ARE THERE ROUGH STOKES AND SAW SOME FIGURES SAW SOME FEARFUL FACES It is very chaotic feeling seems abstract, but a mysterious figure is emerging looks like ghost in form of skeleton paint little collapse ROUGH STOKES AND COLOR The random brushstrokes and vibrant colors suggest panic It looks like there is a distorted demon in the center. ROUGH STOKES AND COLOR ROUGH STOKES AND COLOR",2
morris-graves_machine-age-noise-1957.jpg,anger,MIN,"simplicity,color and appearance black and white is calming",0
morris-graves_machine-age-noise-1957.jpg,anger,MAX,feel very dark Dark scratched on charcoal appearance. the black splatter could be blood the black splatter,0
morris-graves_machine-age-noise-1957.jpg,fear,MIN,"This appears to be two adorable otters swimming through water, their pointy noses sticking up.",2
morris-graves_machine-age-noise-1957.jpg,fear,MAX,The two dark and similar black shapes look very disturbing. TWO MORE BLACK PAINT ARE MAKE ME FEAR usage of black color and particular design Bugs exploding everywhere mixture of dark colors make me happy It looks like all the color has been sucked out and replaced by darkness. Looks like a semi invisible creature The brush strokes resemble falling bombs and convey a sense of menace The two black shapes look like predators in the ocean seeking prey. DARK TWO PRINTS OF BLACK MAKE ME FEAR DARK BLACK COLOR MAKE ME FEAR,2
ben-nicholson_1932-painting-1932.jpg,anger,MIN,"Like a cave painting because it looks like it's on stone (tan color), and because of the simple shapes--nothing about this evokes anger. the white rectangle is a love letter from a special person ITS LIKE A CLASSIC PAINTING The cream and pale brown canvas feels like a field to me. comforting, somber image and colors muted placid tones The white shape looks like a fetus in a mom's womb. to plain colors and boring The paint colors look peaceful because of the earth tone colors. A mild single color image it's the most tame as far as colors",0
ben-nicholson_1932-painting-1932.jpg,anger,MAX,This image is rough and evokes memories of the rough patches of the life.,0
ben-nicholson_1932-painting-1932.jpg,happiness,MIN,"Beige is blaaaah dullness, color and design dull design without bright or attractive color dull design without bright or attractive color The gray mass looks like it is imprisoned. dullness, color and design The colors are muted and dull, not much feeling at all. dullness, color and design",3
ben-nicholson_1932-painting-1932.jpg,happiness,MAX,LIKE A MODERN ART LIKE A MODERN ART It looks calm and serene. LIKE A MODERN ART LIKE A MODERN ART,3
willem-de-kooning_asheville(1).jpg,anger,MAX,"The piece is a collection of colors showing rage and confusion. The design is broken up and it looks like there is a frowning face looks messy with odd shapes paint little collapse puzzle piece art The demon image in the middle. The chaotic lines and splotches of color the colors and brush strokes Looks like graffiti It is looking messy and ugly. fight scene of wild animals It's very chaotic, and what colors there are, are very ""hot"" like reds and oranges. dark colours,looks agressive looks agressive and busy trying to mess things up It has a discordant pattern and seems to have an angry face on it.",0
willem-de-kooning_asheville(1).jpg,fear,MIN,"RED COLOR IN THIS ART NOT MAKE ME FEAR Bright colors, organized structure, up and down clean movement whimsical patterns and colors",2
willem-de-kooning_asheville(1).jpg,fear,MAX,as if broken body parts with an eye stands out paint little collapse as if a destroyed creature SOME FIGURES ARE THERE SOME FIGURES ARE THERE More fearful faces,2
giulio-paolini_disegno-geometrico-1960.jpg,anger,MIN,"geometry is objective and angles are geotry looks like arithmetic SO BLANK AND NON DESCRIPT A nice composition, straight lines, a feeling of restraint. This looks like the beginning of a technical drawing or one of those DaVinci drawings of the human body, but it's just the first few lines, which makes me curious about what the finished piece would be. Not disgusting. A peaceful, symmetriocal drawing, nothing angry. This looks like professional graphing paper. nothing but a cross lines It looks like a picture of a letter",0
giulio-paolini_disegno-geometrico-1960.jpg,anger,MAX,being told that everyone gets an equal share when the shares are unequal,0
giulio-paolini_disegno-geometrico-1960.jpg,disgust,MIN,"its bland, does not invoke much feeling at all big areas of light color looks like floor tiles simple and white unremarkable lines and a lack of color its very bland simple design and light color simple without any design The lines make it look like graphing paper. It's calm and regular to the point of being zen it is plain and beige simple without any design There isn't much here to feel anything about Very clear and precise geometry Ordered and neat, like a line.",1
giulio-paolini_disegno-geometrico-1960.jpg,disgust,MAX,White only in pic,1
afro_untitled-1964.jpg,anger,MIN,"Looks like graceful calligraphy to me, suggesting tranquility, not anger.",0
afro_untitled-1964.jpg,anger,MAX,Dark lines and jagged patterns. BLACK LINES HAVE MORE FIGURES The dark black sharp angles invoke anger. black color make me angry very irritating me BLACK LINES HAVE MORE FIGURES as if seeing broken body parts the strange shapes are angry feeling,0
afro_untitled-1964.jpg,fear,MAX,BLACK LINES HAVE MORE FIGURES The dark paint looks like shadows forming. looks like some evil symbols and graffitis BLACK LINES HAVE MORE FIGURES The brush strokes are frantic and panicky BLACK LINES HAVE MORE FIGURES scared nervous worry see human faces All those wild brushstrokes remind me of a mind in panic. paint little collapse reminds of violence,2
fernand-leduc_passage-rosion-1968.jpg,anger,MIN,it looks even It is flat and the way the subjects are lined up seems friendly and inviting. It looks so-so bright color so better feel Brighter happier colors in tone. bright color so better feel,0
fernand-leduc_passage-rosion-1968.jpg,anger,MAX,bright red colors the red colors bright red colors,0
fernand-leduc_passage-rosion-1968.jpg,sadness,MIN,bright color so better feel a simple painting The colors are bright and vibrant warm reds and oranges not associated with sadness,4
fernand-leduc_passage-rosion-1968.jpg,sadness,MAX,DARK DISGUST COLOR DARK DISGUST FIGURE,4
ray-parker_kate-for-your-birthday-1964.jpg,anger,MIN,"finding it cute The way the blobs are leaning against one another makes me feel at least one is disappointed in the other, but also forgiving the blobs look like they're kissing The two blots look like a romantic couple, harmonious. Pink and maroon makes you feel happy. looks like footprints from a toddler Looks like a couple of harmonious shapes sharing space. its has only two shades The two blobs look like they are compatible.",0
ray-parker_kate-for-your-birthday-1964.jpg,anger,MAX,feel very dark One splotch is intruding on the other The two identical bit differently colored shapes seem to confronting one another in anger.,0
ray-parker_kate-for-your-birthday-1964.jpg,happiness,MIN,"The combination of color is not making me happy DARK CONTRAST COLOR SIMPLE FORM OF RED AND BROWN ART brightness,color and design unattractive design and color",3
ray-parker_kate-for-your-birthday-1964.jpg,happiness,MAX,the two figures look harmonious people holding hands looks like ice pop The two similar shapes remind me of a happy couple. PATTERN WITH MULTI COLORS MAKE ME HAPPY the colors are cheery,3
joan-miro_not_detected_227973.jpg,anger,MIN,"It looks peaceful to me, makes sense. Nice colors, nothing angry there. bright color so better feel",0
joan-miro_not_detected_227973.jpg,anger,MAX,"It looks like black antibodies eating viruses in anger. The dark colors and shapes make you want to avoid the light. broken apart pieces color, design and appearance",0
joan-miro_not_detected_227973.jpg,disgust,MAX,It looks like a bug vomiting lint dark brown colors Looks like an animal exploded Looks like some sadist dismembered a Bird of Paradise some images blood like like awound,1
afro_untitled-1962.jpg,anger,MAX,"It is very dark and hectic feeling BLACK  HAVE MORE FIGURES someone scribbled angrily on paper BLACK LINES HAVE MORE FIGURES the brush strokes look like graffiti paint little collapse it looks angry The painting looks like someone's state of mind when ready to kill in anger. it makes me feel anger The gray lines seem scratched across the canvas in anger. BLACK LINES HAVE MORE FIGURES the choice of colors and splatter This last one looks like an argument--one side--the left, has a ""creature like"" form with 2 eyes and a mouth towards the bottom.The jumbled black lines appear to be insults/aspersions going back and forth from each side, with the left side being more angry. Charcoal scratched onto a canvas.",0
afro_untitled-1962.jpg,sadness,MAX,The greyscale combined with the somewhat random imagery inspires sensations of loneliness and depression All those wild brushstrokes remind me of clinical depression. BLACK  AND DARK SHADOW aspect like war place BLACK  AND DARK SHADOW the hectic drawings make it look loud and disfunctional it is like depressed painting black lines make me sad BLACK LINES HAVE MORE FIGURES BLACK  AND DARK SHADOW usage of black color and particular design,4
victor-hugo_composition-with-taches-1875.jpg,anger,MIN,"There is little here to fell anything about Reminds of mitosis, a pretty event, nothing angry. This is more fear-inspiring because it looks like medical xrays of someone with lung cancer.",0
victor-hugo_composition-with-taches-1875.jpg,anger,MAX,"The black imagery looks like a psychology test. It's too dark and dull. looks like an evil spirit materializing it looks evil the black ink looks evil dark shadow demons as if twisted angry human faces This one is like x-rays showing someone with lung cancer, so the feeling at the diagnosis is anger and sadness. Shows the progression of anger from small to large black blobs. merge of black color disgust me most",0
victor-hugo_composition-with-taches-1875.jpg,fear,MIN,just looks like spilt ink,2
victor-hugo_composition-with-taches-1875.jpg,fear,MAX,"the black is bleak BLACK  AND DARK SHADOW BLACK  AND DARK SHADOW particular appearance, design and color the contrast between the two sides shows something evolving, but it is abstract so it evokes the fear of uknown THIS ART HAS A MEN WITH WINGS MAKE ME FEAR The black paint looks like an unfriendly shadow. SAW SOME FEARFUL FACES The colors and images evoke a feeling of menace The images look like mri scans of malignant tumors./",2
philip-guston_zone.jpg,anger,MIN,It is softer co!and is more muted. It looks like to and seems calmer. the black and white and roundness,0
philip-guston_zone.jpg,anger,MAX,"BLOOD RED SPLITS looks like a splotch of blood it looks like a bloodstain, evokes violence The red marks in the center remind me of road rage. The red in this canvas is a reminder of anger.",0
philip-guston_zone.jpg,fear,MIN,"fusion of colors make me less fear It has a soft pastel  with muted red and not much motion. The red color is subdued and soothing, abstract and neutral in emotion. LOW FADE COLOR",2
philip-guston_zone.jpg,fear,MAX,The picture kind of looks like a murder scene. This looks like a blood splatter pattern after a homicide. the red splotches are scary It looks like blood.,2
nicolas-de-sta-l_fleurs-rouges-1952.jpg,anger,MIN,it has natural image Looks like a potted plant. a pot of flowers a flower pot,0
nicolas-de-sta-l_fleurs-rouges-1952.jpg,anger,MAX,"DARK RED AND CONTRAST COLOR PRESENTATION paint little collapse DARK DISGUST COLOR AND DESIGN Reminds me of a bouquet of flowers that a wife beater buys as an ""apology"" after the fact. Domestic violence makes me angry. aspect like collapsed flower vase The red color used in the image and the other colors used in the image generates an emotion similar to anger. An eruption of angry shapes bursting from the surface.",0
nicolas-de-sta-l_fleurs-rouges-1952.jpg,disgust,MIN,"While simple, this still life of a pot of flowers is colorful, and straightforward in its happiness. it has a flowerpot Very bright and colorful colourful, looks like a flowerpot Bright colors seem happy and inviting. bright, looks like flower pot innocent floral cheerful brightness,color and design Looks like a colorful pot of flowers, abstract style. The image looks like a flower pot and evokes happiness, not disgust. The brightness and intensity of color and it evokes an image of flowers. looks like a plant",1
nicolas-de-sta-l_fleurs-rouges-1952.jpg,disgust,MAX,paint little collapse paint little collapse the thriving houseplant is left in the dark to slowly rot feel very dark DARK DISGUST COLOR AND DESIGN DARK DISGUST COLOR AND DESIGN,1
theodoros-stamos_classic-yellow-sun-box-1968.jpg,anger,MIN,"non-threatening shape, very neutral The color and scheme is not emotionally driving its simple and plain reminds me of school drawing board the large rectangle is like seeing the screen at the local drive-in Happy orange box on a blue canvas. it has straight lines The composition is static and dull has straight lines The plain color is simple like a table which is comforting.",0
theodoros-stamos_classic-yellow-sun-box-1968.jpg,anger,MAX,feel very dark feel very dark the orange/red color,0
theodoros-stamos_classic-yellow-sun-box-1968.jpg,disgust,MIN,SIMPLY A SHAPE It is so simple ITS HAVE A SIMPLY TRIANGLE SHAPE Clean lines bright colors SIMPLE FORM OF RED COLOR looks like a red brick,1
theodoros-stamos_classic-yellow-sun-box-1968.jpg,disgust,MAX,DARK COLORS COMBINATION NOT MATCH feel very dark An abstract version of a disgusted face as embodied by the straight horizontal line.,1
jean-arp_abstract-composition.jpg,anger,MIN,The colors are bright but the composition is more placid and orderly the lack of red present and geometric design are more calm LIKE VECTOR IMAGE it feels regal,0
jean-arp_abstract-composition.jpg,anger,MAX,Intense red and orange colors symbolize anger. The fiery colors suggest rage,0
jean-arp_abstract-composition.jpg,disgust,MIN,"these are the leftover scraps from a homemade Halloween costume The bright colors and round shapes are like walking into a festival. The vibrant colors and graceful shapes evoke joy, not disgust. bright color so better feel The colors are bright and vibrant Super fun colors It looks like an abstract image of a small boy with bright warm colors. the orange is sheery",1
jean-arp_abstract-composition.jpg,disgust,MAX,FLIPPED UP PIECES BRIGHT COLOR MAKE ME MOST EVOKES,1
arthur-dove_foghorns-1929.jpg,anger,MIN,"the bland colors The round shapes look like harmless poppy flowers. appearance,serenity and color Rounded shapes usually evoke peace and harmony. roundish design lighter colors smooth edges soothing round images and subdued colors",0
arthur-dove_foghorns-1929.jpg,anger,MAX,the weird circle shapes,0
arthur-dove_foghorns-1929.jpg,disgust,MIN,"big color area and simple shapes appearance,serenity and color This is the most meh.",1
arthur-dove_foghorns-1929.jpg,disgust,MAX,"something about the brown circles The darkness makes you feel more empty something about the brown circles The three shapes with black centers look like parasites eating away at a host. Giant dark cell structures mutant disease cells The three blobs look like the y are trying to leave the earth, disgusted. something trying to get you",1
theo-gerber_brousse-africaine-1958.jpg,anger,MAX,Looks like a dirty area looks like art has been destroyed its very complex and dark,0
theo-gerber_brousse-africaine-1958.jpg,disgust,MIN,"Looks like an Impressionist forest, peaceful. This looks like a forest, not bad in any way. this FORM OF ART make less evoke",1
theo-gerber_brousse-africaine-1958.jpg,disgust,MAX,LOW DENSITY COLOR feel very dark confusing chaos turmoil The gray stalks look like ugly fungi. feel very dark mob attacking people The image looks like rows of dying trees in a forest. The earth tone colors are reminiscent of vomit. reminds of burnt trees sickness illness disease looks like sticky net-like trees wicked mob attacking,1
ad-reinhardt_abstract-painting-1961.jpg,anger,MIN,"The simple blank screen evokes no emotion in me at all. The dark gray square seems very peaceful to me. the color grey gives a nuetral feeling. SIMPLY LIKE A BLANK PAGE A plain black square evokes more despair than anger. There's nothing to react to here--no images of a person, nature, etc. A light blue background never got anyone mad. it's plain appearance, not interesting Nothing angry about a blue screen.",0
ad-reinhardt_abstract-painting-1961.jpg,anger,MAX,My friend said when he was angry his mind went blank like this. Darkness depression despair Just pure black like there's nothing there. This piece looks like a terrible mood. A friendonce told me she sees only gray when she is in a rage. simple without any design,0
ad-reinhardt_abstract-painting-1961.jpg,disgust,MIN,"Simple plain dark image. black color is main reason for least intensely I get a peaceful feeling looking at a blank screen. SIMPLE BLACK MADE ME BLANK There is nothing here to convey any feeling Simple canvas that doesnt appear to be painted. There's nothing there, just one color",1
ad-reinhardt_abstract-painting-1961.jpg,disgust,MAX,feel very dark Just a dumb looking black image. feel very dark like endless darkness darkness and numbness,1
ray-parker_untitled-1961.jpg,anger,MIN,solid straight stability LIKE SIMPLE BOXES LOW FADE COLOR nothing to e large connected forms acknowledge differences but agree to coexist SIMPLY HAVE TWO BOXES,0
ray-parker_untitled-1961.jpg,anger,MAX,The two dark colors on top on one another reminds me of a person about to erupt in anger. feel very dark heavy brushstrokes and darkness evoke anger,0
ray-parker_untitled-1961.jpg,disgust,MIN,Just a blot,1
ray-parker_untitled-1961.jpg,disgust,MAX,The green shape looks like someone's mind exploding in disgust. paint little collapse It reminds me of a very dirty toilet! DARK DISGUST COLOR drab and bland with the dark colors The green and black shapes barely touching each other remind me of disgusted ex-lovers. the smudginess is scatalogical This is one person dominating another by squashing their ambitions and treating them like furniture (Aldous Huxley's Brave New World) instead of a human being.,1
albert-rafols-casamada_paisajo-1960.jpg,disgust,MIN,Nothing disgusting about soft browns and golds.,1
albert-rafols-casamada_paisajo-1960.jpg,disgust,MAX,"resembles dirty space the colors are unpleasant Browns suggest a dirty surface BLACK  AND DARK SHADOW The colors are dull and muddy Those three shapes with black centers are putting clouds over the otherwise nice landscape. Art piece appears to be a fence and over the fence a very dark and hopeless place. wants to be more but it's bad The black bar in the middle seems to symbolize a gulf between the two brown elements, as if both were disgusted with each other. The black rectangle looks like a race about to be crushed by two other elements.  Oppression. dullness, design and presentation Looks like a rotted dark scab. it has dull shads and shapeless",1
albert-rafols-casamada_paisajo-1960.jpg,sadness,MIN,LIKE A WALL empty brown color art,4
albert-rafols-casamada_paisajo-1960.jpg,sadness,MAX,"Dark imagery and no light like hiding in the dark. ROUGH STOKES AND COLOR dullness, design and presentation DARK DISGUST COLOR darkness,design and appearance when we looking in to the image black color make me sad darkness,design and appearance brown color make me sadness dull color and lack of design usage of black color and particular design darkness,design and appearance DARK DISGUST COLOR Sadness is suggested by the blocky images and the dark tones. ROUGH STOKES AND COLOR darkness,design and appearance",4
willi-baumeister_monturi-with-red-and-blue-1953.jpg,disgust,MIN,it appears an modern abstract painting bright color so better feel positive design and color,1
willi-baumeister_monturi-with-red-and-blue-1953.jpg,disgust,MAX,"THE STOKES AND THE COLOR The elements in this painting, especially the black and red, seem to be clashing with each other. The red blob looks like blood being vomited by a sick person. ugly colors and blobs it looks crude The red element bursting into the white reminds me of sexual assault. LIKE A CHILD ART",1
willi-baumeister_monturi-with-red-and-blue-1953.jpg,happiness,MIN,"a kindergardner drew this LIKE A CHILD DRAWING it feels empty and blank The red blob looks like blood coming out of the mouthof someone injured. LOW FADE COLOR chaotic, scrambled, messy LIKE A CHILD DRAWING dark face  makes me sad mixture of multi colors with dark combination make me unhappy dull picture without bright or attractive color",3
willi-baumeister_monturi-with-red-and-blue-1953.jpg,happiness,MAX,fun shapes and bright colors in each shape attractive design and color The red balloon looks like a word balloon in a comic strip. The colors are bright and vibrant beautiful and attractive design and color,3
clyfford-still_untitled-1951.jpg,disgust,MIN,"simple black, a little dull but not very disgust. its plain black There is nothing here to feel anyting about plain black square near solid black, nothing interesting to see",1
clyfford-still_untitled-1951.jpg,disgust,MAX,it's nothing but a black canvas feel very dark feel very dark The black screen reminds me of the disgust felt by people exposed to the holocaust. A big bore. Anyone could have painted this. SIMPLY BLACK BACKGROUND,1
clyfford-still_untitled-1951.jpg,sadness,MIN,plain black sad,4
clyfford-still_untitled-1951.jpg,sadness,MAX,dark color and appearance feel very dark feel very dark dark color and appearance feel very dark dark color and appearance dark color and appearance feel very dark empty black color make me sad usage of black color and presentation feel very dark BLACK FEELS FEAR usage of black color and presentation feel very dark dark color and appearance dark color and appearance feel very dark,4
nicolas-de-sta-l_chemin-de-fer-au-bord-de-la-mer-soleil-couchant-1955.jpg,disgust,MIN,"IT LIKE A SCENERY serenity, calmness and color of the design reminds me sunset Looks like a beach on sunset. LIKE A SCENERY serenity, calmness and color of the design a passenger train gently rolls by as the sun slowly sets Looks like a peaceful sunrise to me. Kind of like a peaceful sunset The colors are happy like a sunset on the beach It looks like it might be a pretty sunset reminds me of a sunrise pleasant, soft clouds, gentle sea The orange paint gives the feel of a sunset.",1
nicolas-de-sta-l_chemin-de-fer-au-bord-de-la-mer-soleil-couchant-1955.jpg,disgust,MAX,the orange smearing LIKE THE SCENERY,1
nicolas-de-sta-l_chemin-de-fer-au-bord-de-la-mer-soleil-couchant-1955.jpg,happiness,MIN,LOW FADE COLOR,3
nicolas-de-sta-l_chemin-de-fer-au-bord-de-la-mer-soleil-couchant-1955.jpg,happiness,MAX,"looks like ocean with sunset that feel peaceful this looks like a sunset or rise This looks like a great vacation spot featuring still blue waters, a beautiful sunset, cliffs and some neat fog. The scenic beauty and the color combination evokes happiness most intensely A harbor during sunset evokes happiness to me. scenary like image, color",3
martha-diamond_cityscape-with-blue-shadows-3-1994.jpg,disgust,MIN,"Looks likea homey plaid pattern. bright color so better feel Looks like a majestic skyscraper, inspiring. i like the blue color",1
martha-diamond_cityscape-with-blue-shadows-3-1994.jpg,disgust,MAX,"the dripping reminds me of vomit DISGUST COLOR COMBAIN AND ROUGH STOKES paint little collapse paint little collapse paint little collapse American flag is bleeding/dripping down skyscrapers, reminds me of 9/11 paint little collapse paint little collapse ROUGH STOKES AND COLOR paint little collapse",1
martha-diamond_cityscape-with-blue-shadows-3-1994.jpg,fear,MIN,The colors and composition are bright and cheerful it looks like it has deep meaning is the most benign LOW FADE COLOR cheerful colors and vertical motion,2
martha-diamond_cityscape-with-blue-shadows-3-1994.jpg,fear,MAX,paint little collapse paint little collapse RED SPLITS LIKE BLOOD paint little collapse paint little collapse This looks like a crumbling building with the colors of the United States flag. It reminds me of the fears I have about the future of my country. paint little collapse,2
walter-darby-bannard_cherokee-blanket-1964.jpg,disgust,MIN,"this is calm like an easter egg Simple bright happy colors There is no emotion to this, just colors and shapes simple without any design nice pink colour, looks happy its plain and easing There is not much to this that evokes any feeling pink solid pattern happy the pink color is soothing this is a wad of bubble gum edged in blood on your bus seat is happy and not too much Placid empty space colourful and bright soft tone and abstraction of form A different desk blotter is what this piece shows. I see nothing disgusting about pink.",1
walter-darby-bannard_cherokee-blanket-1964.jpg,disgust,MAX,LIKE A CHART PAPER,1
walter-darby-bannard_cherokee-blanket-1964.jpg,happiness,MIN,"dullness, color and design there's just nothing there, it's not art and evokes nothing. There is not enough there to form any kind of opinion, this piece is dull to me. The blank pink surface suggests a mind zoned out into numbness. simplicity,color and appearance dull design without bright or attractive color",3
walter-darby-bannard_cherokee-blanket-1964.jpg,happiness,MAX,"Ferry pink and pretty and happy The color is bright and cheery The colors make me think of a tasty golden breakfast pastry with delicious sweet strawberry icing. something related to color, appearance and presentation",3
hedda-sterne_tondo-22-1953.jpg,disgust,MIN,"Looks like a logo for a video game.  Fun, not disgusting. Kind of a steampunk ""inner workings"" of a clock image with gears. Just mechanical, not disgusting. it resembles the wheel of a vehicle Looks like a classic antique machine Reminds me of gears working together in harmony.  No disgust implied. The magical green wheel ebokes joy and bewilderment. clean lines and healing colors it is precise and clean",1
hedda-sterne_tondo-22-1953.jpg,disgust,MAX,the round outline is like a ball of blades aimed to disfigure I think that it is too dark and messy gives confusion in mind beautiful creative art,1
hedda-sterne_tondo-22-1953.jpg,fear,MIN,"This green wheel reminds me of a family shield, proud, not fearful. looks like wagon wheel looks organized, pastel tones looks like piece of a machine This just looks like an old tire of a car the circular design is engaging and fun looks like a wheel this art just looks like an tire which is an unique art intricate and strange looks like a mechanical device It looks like well oiled machinery, ready to roll over any threat Circle makes one think of peace this seems to be an entire world in a droplet",2
wladyslaw-strzeminski_unistic-composition-1932.jpg,disgust,MIN,design is attractive Nothing disgusting about pleasing gray squiggles. These cute little squiggles look funny to me. Looks like a cozy textured blanket.,1
wladyslaw-strzeminski_unistic-composition-1932.jpg,disgust,MAX,Looks like brain matter infected by a virus. It gives me the feelings of worms everywhere Resembles an electron microscope photo of deadly viruses. The pattern irritates in in disgust. amoeba bacteria invading The shapes are dizzying looks like cluster of amoeba It looks like it is alive and squirming That white mass looks like something that would make me throw up. reminds me of bacteria,1
wladyslaw-strzeminski_unistic-composition-1932.jpg,fear,MIN,wistful and pleasant LIKE A STONE DESIGN the solid color and squiggles seem calming leather work design LIKE A STONE DESIGN LIKE A TILE DESIGN There is something joyful about the gentle gray squiggles.,2
wladyslaw-strzeminski_unistic-composition-1932.jpg,fear,MAX,The squiggles remind me of bad viruses photographed by an electron microscope.,2
nicolas-de-sta-l_marseille-sous-la-neige-1954.jpg,disgust,MIN,"Boats in the harbor calming, looks like water",1
nicolas-de-sta-l_marseille-sous-la-neige-1954.jpg,disgust,MAX,The black thing looks like an oil spill in a harbor...pollution disgusts me not an attractive design paint little collapse The white blocks on the left seem to be gathered together in opposition to the single black shape on the right. LOW DENSITY COLOR LOW DENSITY COLOR,1
nicolas-de-sta-l_marseille-sous-la-neige-1954.jpg,happiness,MIN,"dullness, color and design The colors are muted and tranquil LOW FADE COLOR That black splotch at the bottom right hand corner looks like a tumor to me. the light blue and gray feel melancholy LOW FADE COLOR LOW FADE COLOR looks washed out and lonely some sort of serenity in the picture BAD COLOR FADE",3
nicolas-de-sta-l_marseille-sous-la-neige-1954.jpg,happiness,MAX,"like a river with boats ashore These look like boats in a harbor--usually, an ocean/lake/boat scene evokes happiness because it reminds people of vacations. paint little collapse",3
kazuo-nakamura_structures-1956.jpg,disgust,MIN,"looks like legos blue, clear, geometric the blue colors bright color so better feel fusion of colors make me less evokes looks very clean in its shapes and colors If the opposite of disgust is indifference, this one. It's industrial, impersonal. It's a cityscape, the backside of a factory so tall it robs the streets of all sunlight. A majestic horizontal structure, inspiring, not disgusting.",1
kazuo-nakamura_structures-1956.jpg,disgust,MAX,"It looks like a dark shadow is being cast. Like two puzzle pieces that could never fit together. The use of colours disgust most intensly it has strong bold black and blue colors, structural",1
kazuo-nakamura_structures-1956.jpg,fear,MIN,"The black and white paint make a 3D illusion. There is some calming about this architectural image in blue, white and black. SIMPLY A SHAPE The structure and height appeal to certainty and security. This resembles a moody landscape and doesn't evoke fear. design in poor taste The colors and composition are calm and placid sci-fi city skyline sunrise in a city looks like toy blocks innocuous design art",2
kazuo-nakamura_structures-1956.jpg,fear,MAX,Darkness and the figure,2
